Info,Version=1.0.0,Template=fx_category_template_EBAY_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),CustomLabel,*Category,StoreCategory,*Title,Subtitle,Relationship,RelationshipDetails,ScheduleTime,*ConditionID,*C:Game Name,*C:Platform,C:Publisher,C:Genre,C:Rating,C:Region Code,C:Release Year,C:MPN,C:Unit Quantity,C:Unit Type,C:Video Game Series,C:Features,C:Country of Origin,C:Sub-Genre,C:California Prop 65 Warning,C:Manufacturer Warranty,PicURL,GalleryType,VideoID,*Description,*Format,*Duration,*StartPrice,BuyItNowPrice,BestOfferEnabled,BestOfferAutoAcceptPrice,MinimumBestOfferPrice,*Quantity,ImmediatePayRequired,*Location,ShippingType,ShippingService-1:Option,ShippingService-1:Cost,ShippingService-2:Option,ShippingService-2:Cost,*DispatchTimeMax,PromotionalShippingDiscount,ShippingDiscountProfileID,*ReturnsAcceptedOption,ReturnsWithinOption,RefundOption,ShippingCostPaidByOption,AdditionalDetails,Product Safety Pictograms,Product Safety Statements,Product Safety Component,Regulatory Document Ids,Manufacturer Name,Manufacturer AddressLine1,Manufacturer AddressLine2,Manufacturer City,Manufacturer Country,Manufacturer PostalCode,Manufacturer StateOrProvince,Manufacturer Phone,Manufacturer Email,Manufacturer ContactURL,Responsible Person 1,Responsible Person 1 Type,Responsible Person 1 AddressLine1,Responsible Person 1 AddressLine2,Responsible Person 1 City,Responsible Person 1 Country,Responsible Person 1 PostalCode,Responsible Person 1 StateOrProvince,Responsible Person 1 Phone,Responsible Person 1 Email,Responsible Person 1 ContactURL
Add,ZA_6IV_NON_SHINY_ZYGARDE,139973,,6IV Zygarde Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/ZYGARDE.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>ZYGARDE 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_HEATRAN,139973,,6IV Heatran Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/HEATRAN.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>HEATRAN 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_VIVILLON,139973,,6IV Vivillon Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/VIVILLON.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>VIVILLON 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_SHUPPET,139973,,6IV Shuppet Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/SHUPPET.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>SHUPPET 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_LATIAS,139973,,6IV Latias Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/LATIAS.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>LATIAS 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_LATIOS,139973,,6IV Latios Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/LATIOS.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>LATIOS 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_ZERAORA,139973,,6IV Zeraora Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/ZERAORA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>ZERAORA 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_VIRIZION,139973,,6IV Virizion Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/VIRIZION.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>VIRIZION 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_VOLCANION,139973,,6IV Volcanion Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/VOLCANION.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>VOLCANION 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_RAYQUAZA,139973,,6IV Rayquaza Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/RAYQUAZA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>RAYQUAZA 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_MARSHADOW,139973,,6IV Marshadow Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/MARSHADOW.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>MARSHADOW 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_MAGEARNA,139973,,6IV Magearna Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/MAGEARNA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>MAGEARNA 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_KYOGRE,139973,,6IV Kyogre Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/KYOGRE.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>KYOGRE 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_GENESECT,139973,,6IV Genesect Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/GENESECT.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>GENESECT 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_SPEWPA,139973,,6IV Spewpa Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/SPEWPA.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>SPEWPA 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,ZA_6IV_NON_SHINY_MELTAN,139973,,6IV Meltan Pokemon Legends Z-A (Non-Shiny) Custom 6IV - FAST DELIVERY,,,,,1000,Pokémon Legends: Z-A,Nintendo Switch,,,,,,,,,,,,,,,https://raw.githubusercontent.com/tallasd/pic/main/output_non_shiny/MELTAN.png|https://raw.githubusercontent.com/tallasd/pic/main/Gemini_Generated_Image_5sh1k65sh1k65sh1.png,,,"<h1>MELTAN 6IV (Non-Shiny) + FREE MASTERBALL GIFT</h1><p>Ensure to message me here on eBay your set preferences and your hours of availability so we can arrange the trade session!</p><h3>Before You Buy</h3><ul><li>You must have access to Nintendo Online Subscription</li></ul><h3>Contact information</h3><p>Please contact me via eBay messages or through discord: <strong>takemidelivery</strong></p><h3>How to trade in Pokémon Legends: Z-A</h3><ol><li>Go in-game, Press X, Select <strong>Link Play</strong></li><li>Select <strong>Link Trade</strong>, Select <strong>Faraway Players</strong></li><li>Enter the code we will provide.</li><li>Press &quot;+&quot; and select &quot;Begin Searching&quot;.</li><li>Trade me any pokémon and I will trade you what you have purchased!</li></ol><p><strong>Note:</strong> You are purchasing a digital product in the Pokémon Legends: Z-A game. Nothing physical will be delivered to you! Please understand this before purchasing.</p><hr><p>✅ 100% Legit for Battle &amp; Trade<br>✅ Customizable Moves, Nature, Ball, and More<br>✅ Fast &amp; Secure</p>",FixedPrice,GTC,2.00,,,,,10,,United States,Flat,USPSFirstClass,0,,,3,,,ReturnsNotAccepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
